seed,status,score,layout_count,platform_count,ramp_count,reachable_ramps,reachable_platforms,link_segments,link_connections,failed_link_connections,coverage_ratio,base_reachable_ratio,unique_layouts,elevation_span,decoration_count,blocking_ground_decorations,error_count,warning_count,generation_ms,analysis_ms,errors,warnings
1531,INVALID,66.132,5,7,12,10,7,6,4,0,0.112285,1.0,3,44.101,166,27,1,3,12.896,12.387,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1532,INVALID,71.028,6,13,16,14,12,8,5,0,0.153689,0.999794,6,49.48,180,27,1,3,13.203,11.593,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:10
1533,INVALID,64.479,7,11,15,12,10,9,6,1,0.165312,1.0,5,25.859,198,29,1,4,16.718,11.308,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:10
1534,INVALID,0,6,13,14,0,0,12,5,0,0.15908,0.0,5,24.958,195,28,4,3,17.148,1.819,arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:13|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
1535,INVALID,65.915,6,12,13,12,11,11,5,0,0.137681,0.99704,5,60.38,167,28,1,3,11.523,11.527,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
1536,INVALID,53.087,9,12,15,11,8,13,8,0,0.197779,0.999887,3,24.658,216,27,1,3,31.622,12.155,unreachable_platforms:4,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:16
1537,INVALID,34.203,8,11,16,8,8,10,7,0,0.180277,0.665753,4,42.882,210,28,2,3,28.182,7.491,unreachable_platforms:3|base_reachable_ratio_too_low:0.666,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:14
1538,INVALID,65.158,6,11,13,11,9,10,5,0,0.165866,1.0,5,61.03,196,27,1,3,22.522,12.197,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1539,VALID,75.362,7,9,13,13,9,10,6,0,0.152126,0.9999,4,53.185,186,27,0,3,19.408,12.332,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1540,INVALID,21.842,8,12,14,5,5,14,7,0,0.174819,0.517153,4,31.938,201,28,2,3,33.616,7.211,unreachable_platforms:7|base_reachable_ratio_too_low:0.517,coverage_capped_by_available_surface|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:11
1541,INVALID,34.271,7,12,13,9,8,12,6,0,0.180781,0.677917,5,49.908,207,28,2,3,20.296,8.764,unreachable_platforms:4|base_reachable_ratio_too_low:0.678,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
1542,INVALID,66.153,6,10,12,10,9,11,5,0,0.148801,0.999896,5,49.637,185,29,1,3,13.174,13.8,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1543,INVALID,62.623,8,13,16,14,11,12,7,0,0.189415,0.999783,5,53.404,209,28,1,3,29.008,14.015,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:9|raised_links_without_explicit_vertical_transition:14
1544,INVALID,50.064,5,11,12,8,8,9,4,0,0.135733,0.995915,4,32.431,181,29,2,3,15.89,18.328,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:7
1545,INVALID,20.302,8,13,15,5,5,10,7,2,0.185165,0.489515,4,35.275,203,27,2,4,26.09,8.074,unreachable_platforms:8|base_reachable_ratio_too_low:0.490,coverage_capped_by_available_surface|link_connections_without_blocks:2|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1546,VALID,77.744,6,10,12,11,10,9,5,0,0.155553,1.0,5,46.362,188,28,0,3,23.989,16.457,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:9
1547,INVALID,63.256,7,10,11,9,9,10,6,0,0.1552,1.0,4,39.971,192,28,1,3,25.717,13.566,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1548,INVALID,17.846,7,10,13,3,3,10,6,1,0.143896,0.512944,5,39.41,186,27,2,4,19.898,7.689,unreachable_platforms:7|base_reachable_ratio_too_low:0.513,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
1549,INVALID,63.64,7,9,15,12,8,10,6,0,0.161432,0.999688,4,49.798,193,26,1,3,16.884,12.861,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1550,INVALID,63.756,8,10,16,14,9,9,7,0,0.177103,0.998909,5,24.95,209,28,1,3,28.872,11.57,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:11
1551,INVALID,61.12,7,10,15,12,8,11,6,0,0.1703,0.999789,5,28.306,203,26,1,3,17.694,14.703,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1552,INVALID,61.059,5,11,12,11,10,7,4,0,0.119541,0.994285,5,70.215,169,28,2,3,18.73,13.014,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
1553,INVALID,55.797,7,9,12,8,7,9,6,1,0.154814,0.92638,4,129.761,190,27,1,4,22.677,12.419,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1554,INVALID,56.313,8,12,16,14,10,11,7,0,0.180865,0.934866,4,29.967,200,27,1,3,25.043,12.921,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:13
1555,INVALID,65.523,6,13,16,14,12,11,5,0,0.156813,0.958993,6,40.241,197,29,1,3,19.854,11.654,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:8
1556,INVALID,47.292,6,11,13,9,9,9,5,0,0.153403,0.868143,5,34.703,187,28,2,3,19.68,12.36,unreachable_platforms:2|base_reachable_ratio_too_low:0.868,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1557,INVALID,71.045,5,10,11,11,10,6,4,0,0.121154,0.998967,5,55.347,171,29,1,3,17.046,15.865,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1558,INVALID,70.536,4,9,10,9,9,10,3,0,0.130677,0.997411,4,41.095,183,28,1,3,14.544,14.57,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:6
1559,INVALID,63.201,8,12,15,14,11,12,7,0,0.178346,0.998703,4,40.84,203,28,1,3,30.06,11.781,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:14
1560,VALID,76.041,6,11,13,12,11,6,5,1,0.14136,0.999902,4,62.409,176,28,0,4,14.267,13.481,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:8
1561,INVALID,53.055,5,11,13,11,9,10,4,0,0.120297,0.998312,4,37.391,174,27,2,3,20.579,16.296,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
1562,INVALID,59.453,4,7,8,7,6,9,3,0,0.101434,0.999905,4,80.835,155,26,2,3,12.721,13.209,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:6
1563,INVALID,64.736,6,8,11,8,7,8,5,0,0.150816,1.0,4,45.488,188,27,1,3,21.916,15.212,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
1564,VALID,75.749,6,9,11,10,9,9,5,0,0.153924,0.999791,4,31.846,192,28,0,3,18.697,12.592,,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1565,INVALID,58.382,7,10,15,12,8,12,6,0,0.153605,0.983598,4,42.09,192,28,1,3,24.385,13.94,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
1566,INVALID,0,7,11,14,0,0,13,6,0,0.167613,0.0,5,45.401,200,28,4,3,26.653,1.085,arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:11|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1567,INVALID,65.28,6,9,13,10,8,11,5,0,0.147827,0.999689,5,31.841,192,26,1,3,15.209,14.2,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1568,INVALID,31.883,7,10,13,7,6,11,6,0,0.177053,0.599183,5,45.03,202,27,2,3,22.944,7.902,unreachable_platforms:4|base_reachable_ratio_too_low:0.599,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
1569,INVALID,59.847,8,10,14,12,9,10,7,1,0.167529,1.0,3,30.57,202,28,1,4,17.696,14.448,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
1570,INVALID,56.74,10,12,17,15,10,13,9,2,0.207521,0.99863,3,29.434,227,28,1,4,32.797,15.172,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:2|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:13
1571,INVALID,61.815,7,10,12,11,9,8,6,1,0.162826,0.999701,4,51.447,194,28,1,4,28.546,15.188,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
1572,INVALID,59.359,7,10,14,12,9,8,6,1,0.166152,0.998736,3,24.956,198,28,1,4,23.538,15.628,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1573,INVALID,67.647,6,13,14,13,12,11,5,0,0.153319,1.0,5,35.805,182,27,1,3,26.093,14.865,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
1574,INVALID,42.161,9,10,13,12,9,11,8,2,0.191061,0.859932,3,26.323,221,27,2,4,37.972,15.101,unreachable_platforms:1|base_reachable_ratio_too_low:0.860,coverage_capped_by_available_surface|link_connections_without_blocks:2|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
1575,INVALID,63.692,7,11,12,10,9,12,6,0,0.155049,0.997588,5,66.361,192,27,1,3,19.329,14.018,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
1576,INVALID,54.691,5,12,13,10,10,9,4,0,0.133348,0.998566,4,37.744,177,29,2,3,20.795,17.982,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1577,VALID,75.029,6,10,13,13,10,9,5,0,0.151455,1.0,4,30.402,181,28,0,3,22.432,16.504,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1578,VALID,75.836,6,9,12,10,9,8,5,0,0.155049,0.999795,4,32.598,191,29,0,3,19.856,13.629,,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1579,INVALID,55.228,8,9,15,12,7,11,7,0,0.169007,0.955275,4,23.818,203,27,1,3,21.644,11.985,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:14
1580,INVALID,63.257,7,11,13,12,10,10,6,0,0.161197,0.999895,4,38.117,190,27,1,3,17.079,18.43,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
1581,INVALID,54.788,7,15,17,11,10,8,6,1,0.192858,0.967806,5,33.63,209,26,1,4,26.695,15.969,unreachable_platforms:5,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
1582,INVALID,64.391,6,10,12,10,9,9,5,0,0.152059,0.994522,4,28.56,194,27,1,3,18.04,12.386,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:9
1583,INVALID,65.965,8,13,16,13,12,11,7,0,0.175188,0.993606,6,42.767,204,27,1,3,27.958,15.557,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:14
1584,INVALID,64.934,7,10,16,14,9,11,6,0,0.166336,0.999684,5,44.892,196,29,1,3,23.07,14.659,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
1585,INVALID,60.296,6,12,15,10,9,12,5,0,0.153269,0.98302,6,31.771,187,27,1,3,22.96,15.702,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:9
1586,INVALID,60.848,8,10,14,11,9,8,7,2,0.176666,0.986799,4,37.53,204,27,1,4,27.106,15.283,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:2|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
1587,INVALID,63.863,6,11,14,11,9,11,5,0,0.131215,0.99897,6,33.456,182,28,1,3,23.13,18.737,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1588,INVALID,51.143,5,10,11,8,7,9,4,0,0.128846,0.999504,5,42.057,176,28,2,3,20.109,14.467,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:8
1589,INVALID,63.62,6,9,10,9,8,8,5,0,0.149271,0.998383,4,32.353,190,27,1,3,20.493,19.137,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:9
1590,INVALID,65.269,6,13,14,12,12,11,5,0,0.146752,0.999788,5,35.302,187,29,1,3,17.954,16.181,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
1591,VALID,75.589,7,10,13,12,10,10,6,0,0.154562,0.999585,5,30.157,196,27,0,3,29.966,17.732,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1592,VALID,71.666,7,10,13,11,10,10,6,1,0.140638,0.98234,5,30.557,179,27,0,4,20.966,18.499,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:8
1593,VALID,74.245,6,10,12,12,10,7,5,0,0.152479,1.0,3,22.72,188,28,0,3,23.186,17.118,,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
1594,INVALID,64.514,6,10,12,10,9,9,5,0,0.143056,1.0,4,44.115,183,28,1,3,22.546,19.863,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1595,INVALID,27.292,5,13,14,9,9,8,4,0,0.127133,0.783826,4,23.736,165,26,3,3,17.925,10.709,layout_count_below_minimum|unreachable_platforms:4|base_reachable_ratio_too_low:0.784,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:7
1596,VALID,78.489,6,10,14,12,10,10,5,0,0.159567,0.992338,5,55.198,188,28,0,3,17.018,14.724,,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1597,INVALID,22.994,7,11,14,4,4,10,6,0,0.1681,0.517954,4,35.148,205,27,2,3,32.033,10.508,unreachable_platforms:7|base_reachable_ratio_too_low:0.518,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:12
1598,INVALID,64.128,6,11,13,12,10,8,5,1,0.153201,0.969206,5,57.687,180,27,1,4,22.737,17.564,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:6
1599,VALID,76.324,7,10,17,13,10,9,6,0,0.158375,0.99578,5,34.797,196,27,0,3,22.577,17.272,,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
1600,INVALID,58.45,6,12,15,11,10,9,5,0,0.144921,0.926824,5,34.663,186,28,1,3,21.613,19.165,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1601,INVALID,64.367,6,11,12,10,10,9,5,0,0.158476,0.999897,4,24.886,192,27,1,3,20.77,16.681,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1602,INVALID,67.333,6,13,14,13,12,9,5,0,0.152546,1.0,6,31.569,187,27,1,3,22.573,17.197,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:9
1603,INVALID,59.602,6,12,13,10,9,12,5,0,0.15861,0.998707,5,35.073,197,27,1,3,22.819,16.979,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:9
1604,INVALID,57.126,8,11,13,11,9,10,7,1,0.17969,0.990703,4,27.466,203,27,1,4,33.388,17.801,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
1605,INVALID,32.901,8,13,15,9,9,11,7,0,0.180781,0.63537,5,30.619,200,28,2,3,29.341,12.433,unreachable_platforms:4|base_reachable_ratio_too_low:0.635,coverage_capped_by_available_surface|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:13
1606,INVALID,61.983,6,8,10,9,7,10,5,0,0.13108,0.999112,4,33.766,179,28,1,3,18.226,18.744,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1607,INVALID,29.517,9,11,15,9,8,14,8,1,0.185669,0.703625,3,30.737,205,29,2,4,35.551,13.816,unreachable_platforms:3|base_reachable_ratio_too_low:0.704,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:9|raised_links_without_explicit_vertical_transition:14
1608,INVALID,65.873,7,11,13,11,10,10,6,0,0.16202,0.999568,5,41.257,195,28,1,3,24.729,18.954,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
1609,VALID,79.804,6,12,14,14,12,8,5,0,0.160105,0.998347,6,29.139,191,28,0,3,23.602,16.759,,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:9
1610,INVALID,69.36,5,11,12,11,11,7,4,0,0.144736,1.0,4,30.288,181,27,1,3,17.868,17.286,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:6
1611,INVALID,53.046,7,10,13,9,7,11,6,0,0.162943,0.951277,4,29.308,190,26,1,3,32.401,18.703,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
1612,INVALID,61.075,6,10,12,10,8,11,5,0,0.155553,0.999681,5,24.668,190,27,1,3,20.868,18.754,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
1613,INVALID,56.096,4,10,11,9,8,8,3,0,0.111512,0.995063,4,54.478,163,28,2,3,19.584,19.954,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:4
1614,INVALID,66.244,6,12,16,15,11,8,5,0,0.154948,0.997012,5,39.529,187,28,1,3,28.268,20.894,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:7
1615,INVALID,62.03,7,11,13,10,10,11,6,0,0.154612,1.0,4,27.139,187,29,1,3,22.683,16.194,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
1616,INVALID,57.837,6,10,13,10,7,11,5,0,0.141813,0.9999,5,30.903,181,27,1,3,18.14,14.022,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1617,INVALID,55.294,4,8,11,9,7,7,3,0,0.108523,0.999063,3,35.596,166,27,2,3,17.628,19.222,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:6
1618,INVALID,62.974,8,12,16,14,11,9,7,1,0.179522,1.0,5,38.258,205,27,1,4,26.268,17.336,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
1619,INVALID,59.582,9,13,16,14,11,9,8,2,0.200669,1.0,4,40.826,213,27,1,4,34.526,17.055,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:2|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:9
1620,INVALID,31.988,8,11,16,8,7,14,7,0,0.176146,0.738732,5,40.724,201,27,2,3,33.289,15.141,unreachable_platforms:4|base_reachable_ratio_too_low:0.739,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:14
1621,INVALID,52.663,5,9,12,11,9,7,4,0,0.123119,0.994469,5,51.931,167,26,2,3,17.845,18.153,layout_count_below_minimum|arrival_blocked_by_link,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1622,INVALID,66.262,6,11,14,13,10,7,5,1,0.155654,1.0,6,41.397,197,27,1,4,20.841,15.902,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
1623,INVALID,63.306,6,10,11,10,9,9,5,0,0.146852,0.999898,4,29.781,188,28,1,3,22.183,16.21,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1624,INVALID,0,5,11,13,0,0,10,4,0,0.129686,0.0,4,46.114,181,27,5,3,23.115,1.26,layout_count_below_minimum|arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:11|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:8
1625,INVALID,63.567,8,11,14,12,10,9,7,0,0.170972,1.0,4,41.498,201,28,1,3,31.215,13.128,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:13
1626,INVALID,42.017,4,10,11,9,9,8,3,0,0.109665,1.0,4,40.892,162,27,3,3,13.174,19.427,layout_count_below_minimum|arrival_blocked_by_link|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:6
1627,INVALID,55.448,5,8,11,9,7,6,4,0,0.135666,0.999322,3,28.644,180,27,2,3,22.258,19.6,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:8
1628,INVALID,60.167,8,12,15,11,10,13,7,0,0.165732,0.992813,4,39.504,197,28,1,3,30.369,18.084,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:14
1629,INVALID,54.177,5,8,12,10,7,8,4,1,0.111328,0.999429,5,25.948,171,29,2,4,21.321,19.915,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:6
1630,INVALID,63.93,8,12,18,16,11,13,7,0,0.182327,1.0,5,27.238,204,28,1,3,24.482,14.692,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:14
1631,INVALID,27.264,7,11,15,6,5,11,6,0,0.157619,0.56709,5,36.476,196,27,2,3,29.798,12.043,unreachable_platforms:6|base_reachable_ratio_too_low:0.567,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:12
1632,VALID,76.527,7,11,18,17,11,8,6,1,0.168688,0.999895,5,39.172,198,27,0,4,32.846,19.408,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:10
1633,INVALID,64.861,7,12,16,12,10,9,6,0,0.163733,0.999687,6,43.706,196,28,1,3,46.484,17.804,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
1634,INVALID,59.626,7,9,12,9,7,10,6,0,0.156158,0.999898,4,41.07,198,26,1,3,23.392,19.644,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
1635,INVALID,64.575,6,12,13,11,10,9,5,0,0.147944,0.999797,6,33.946,186,27,1,3,22.106,17.966,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1636,INVALID,56.875,4,9,10,8,8,9,3,0,0.112016,0.999425,4,30.281,165,27,2,3,18.72,18.089,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:5
1637,VALID,74.574,6,12,15,14,12,6,5,1,0.160995,0.999799,4,35.876,192,27,0,4,24.243,18.848,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
1638,INVALID,64.644,6,11,13,11,10,9,5,0,0.162859,0.999688,4,36.992,194,27,1,3,27.002,22.308,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1639,INVALID,35.707,7,10,13,7,6,10,6,0,0.163985,0.764016,5,123.664,195,28,2,3,36.138,12.329,unreachable_platforms:4|base_reachable_ratio_too_low:0.764,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
1640,INVALID,67.733,5,11,12,11,11,9,4,0,0.128981,0.9995,3,48.74,172,27,1,3,20.656,19.039,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
1641,INVALID,63.78,7,12,15,14,11,10,6,1,0.176196,0.999892,5,34.225,203,27,1,4,29.683,20.038,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
1642,INVALID,60.43,7,9,12,10,8,7,6,1,0.153873,1.0,4,24.548,191,26,1,4,36.463,16.902,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
1643,INVALID,30.905,8,13,16,8,8,11,7,0,0.175171,0.656295,4,49.643,197,27,2,3,28.925,9.207,unreachable_platforms:5|base_reachable_ratio_too_low:0.656,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:14
