seed,status,score,layout_count,platform_count,ramp_count,reachable_ramps,reachable_platforms,link_segments,link_connections,failed_link_connections,coverage_ratio,base_reachable_ratio,unique_layouts,elevation_span,decoration_count,blocking_ground_decorations,error_count,warning_count,generation_ms,analysis_ms,errors,warnings
2043,INVALID,21.707,5,11,11,6,6,9,4,0,0.137799,0.667714,4,34.68,179,26,3,3,30.854,18.573,layout_count_below_minimum|unreachable_platforms:5|base_reachable_ratio_too_low:0.668,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2044,INVALID,59.798,6,11,13,11,9,10,5,0,0.143678,0.99799,4,21.996,182,29,1,3,25.941,20.953,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2045,INVALID,64.195,7,14,15,12,11,9,6,0,0.181084,0.999892,6,36.312,201,28,1,3,31.492,24.395,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:9
2046,INVALID,69.789,6,12,13,12,11,7,5,1,0.164539,0.998961,6,84.632,198,29,1,4,50.584,22.438,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:7
2047,VALID,78.661,6,11,14,14,11,10,5,0,0.14912,1.0,6,37.436,185,27,0,3,25.165,24.501,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2048,INVALID,0,7,13,14,0,0,11,6,0,0.167092,0.0,5,35.299,194,29,4,3,33.868,1.859,arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:13|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:11
2049,INVALID,62.039,7,10,11,9,8,11,6,0,0.163615,0.991071,4,84.738,193,27,1,3,36.174,19.542,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2050,INVALID,70.747,4,10,10,10,10,7,3,0,0.107733,0.998563,4,29.947,159,27,1,3,19.921,21.387,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:6
2051,INVALID,62.425,7,13,15,12,11,10,6,0,0.172198,0.999349,4,55.571,208,28,1,3,31.953,28.749,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2052,INVALID,65.789,7,11,13,12,10,8,6,0,0.164942,0.997038,4,36.116,195,28,1,3,36.174,26.697,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:12
2053,INVALID,60.155,6,12,13,11,10,10,5,0,0.164321,1.0,3,47.081,198,26,1,3,37.575,23.173,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
2054,INVALID,61.359,6,12,14,12,10,10,5,0,0.145794,0.999794,4,45.59,186,29,1,3,30.001,36.407,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2055,INVALID,60.836,8,11,13,11,9,11,7,0,0.177993,0.999668,4,52.983,205,27,1,3,43.605,26.693,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:14
2056,INVALID,62.605,8,12,14,12,10,10,7,0,0.176146,0.999467,5,46.307,203,27,1,3,43.59,21.262,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:14
2057,INVALID,64.337,7,13,13,11,11,9,6,0,0.176078,0.998871,5,44.035,201,26,1,3,52.197,19.046,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2058,INVALID,32.735,9,14,15,8,8,13,8,0,0.21639,0.77827,5,48.456,224,28,2,3,44.799,13.602,unreachable_platforms:6|base_reachable_ratio_too_low:0.778,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:16
2059,INVALID,68.843,5,8,10,9,8,9,4,0,0.125269,1.0,4,47.667,176,26,1,3,28.075,23.291,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2060,INVALID,52.912,5,11,11,9,9,8,4,0,0.138269,0.999798,3,46.433,178,26,2,3,21.496,23.247,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2061,INVALID,66.596,7,12,13,10,10,10,6,0,0.177792,0.998791,6,53.068,204,28,1,3,37.266,20.019,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:12
2062,INVALID,39.178,7,14,15,10,10,12,6,0,0.174785,0.763493,6,65.652,201,27,2,3,38.63,15.394,unreachable_platforms:4|base_reachable_ratio_too_low:0.763,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
2063,INVALID,65.768,6,11,11,10,10,8,5,0,0.14267,0.9997,4,48.688,184,27,1,3,31.628,21.822,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2064,INVALID,60.744,8,13,15,13,12,12,7,0,0.186711,0.907766,5,55.807,206,28,1,3,34.251,18.358,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:14
2065,INVALID,64.335,6,12,13,10,10,11,5,0,0.153101,0.9795,5,55.031,186,27,1,3,28.644,19.815,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2066,INVALID,59.729,4,10,12,10,9,7,3,0,0.120028,0.999614,4,45.898,167,28,2,3,22.215,21.812,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:6
2067,INVALID,64.511,6,12,12,11,11,10,5,0,0.149221,0.999598,4,39.615,181,29,1,3,34.875,24.771,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2068,INVALID,63.352,6,12,16,11,10,8,5,1,0.150027,1.0,6,30.456,180,27,1,4,28.539,23.549,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2069,INVALID,68.628,4,11,11,11,11,6,3,0,0.104844,1.0,3,77.301,158,28,1,3,41.482,27.152,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:6
2070,INVALID,42.883,5,11,11,10,10,7,4,0,0.139243,1.0,5,46.874,177,27,3,3,22.898,22.396,layout_count_below_minimum|arrival_blocked_by_link|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2071,VALID,78.017,6,9,13,12,9,6,5,0,0.130408,0.999901,5,46.393,180,28,0,3,41.402,29.691,,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2072,INVALID,63.025,7,12,13,10,10,9,6,0,0.175339,1.0,5,37.792,206,28,1,3,35.306,32.733,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
2073,INVALID,61.747,8,15,15,13,13,8,7,1,0.182747,0.993211,4,48.766,203,28,1,4,34.676,19.105,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:12
2074,INVALID,64.201,6,10,12,11,9,10,5,0,0.134121,0.999691,4,45.149,177,29,1,3,49.508,20.775,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
2075,INVALID,58.117,5,10,10,9,9,8,4,0,0.13842,0.999293,4,40.167,180,27,2,3,21.184,21.406,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2076,INVALID,28.614,8,15,15,8,8,10,7,0,0.203809,0.622253,4,39.74,221,28,2,3,35.928,12.336,unreachable_platforms:7|base_reachable_ratio_too_low:0.622,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:13
2077,INVALID,30.5,6,13,13,7,7,10,5,0,0.165765,0.749756,4,57.486,190,29,2,3,32.688,16.517,unreachable_platforms:6|base_reachable_ratio_too_low:0.750,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2078,INVALID,46.91,7,16,16,14,14,10,6,1,0.177069,0.878032,5,38.473,199,27,2,4,37.111,18.39,unreachable_platforms:2|base_reachable_ratio_too_low:0.878,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:9
2079,INVALID,65.221,7,11,13,11,10,8,6,0,0.159735,1.0,3,52.118,192,27,1,3,27.786,21.979,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:11
2080,INVALID,63.103,6,13,13,11,11,11,5,0,0.160054,0.998392,5,36.84,191,27,1,3,29.248,20.02,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
2081,INVALID,58.495,6,11,11,8,8,9,5,0,0.138588,0.999194,4,35.764,189,27,1,3,38.062,39.849,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2082,INVALID,63.59,7,12,14,12,11,12,6,0,0.160357,0.999895,4,46.487,194,29,1,3,38.815,22.559,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
2083,INVALID,59.04,5,12,12,11,11,8,4,0,0.144602,0.999899,4,54.077,188,28,2,3,30.407,21.305,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2084,INVALID,58.281,5,11,11,10,10,8,4,0,0.129535,0.999404,4,43.586,167,27,2,3,35.179,28.999,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2085,VALID,77.976,6,11,12,11,11,8,5,0,0.154461,0.998963,5,29.582,187,28,0,3,39.585,24.428,,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2086,INVALID,66.657,6,14,14,12,12,10,5,0,0.175289,0.986202,6,51.689,190,26,1,3,35.455,28.758,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:9
2087,INVALID,68.719,5,9,9,9,9,8,4,0,0.123304,0.999904,4,56.939,168,27,1,3,24.787,26.51,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2088,INVALID,59.375,6,14,14,11,11,12,5,0,0.163565,0.988989,4,38.919,192,28,1,3,28.026,21.577,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2089,INVALID,59.121,7,13,13,11,11,11,6,1,0.170334,0.999685,4,41.551,203,28,1,4,34.583,22.994,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:10
2090,INVALID,60.019,4,9,11,10,8,6,3,0,0.113662,1.0,4,45.085,169,28,2,3,30.085,26.983,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:6
2091,INVALID,66.921,6,13,17,15,12,10,5,0,0.155351,0.998752,6,30.057,184,27,1,3,30.659,21.728,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
2092,VALID,74.952,6,11,11,11,11,10,5,0,0.163061,0.996902,4,32.117,200,27,0,3,29.499,21.236,,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2093,INVALID,67.719,7,12,15,14,11,10,6,0,0.170754,0.999467,6,37.912,209,28,1,3,31.9,24.976,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2094,INVALID,63.846,6,14,15,12,12,9,5,0,0.161465,0.99682,5,29.441,182,27,1,3,31.577,22.125,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2095,INVALID,66.839,6,12,13,12,11,11,5,1,0.145693,0.999566,6,54.547,182,29,1,4,34.069,19.367,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2096,VALID,73.976,8,11,18,17,11,10,7,1,0.171711,1.0,5,38.488,197,27,0,4,33.539,20.57,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
2097,INVALID,59.907,5,10,12,10,9,8,4,0,0.137194,0.999901,4,85.444,182,28,2,3,26.485,24.74,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2098,INVALID,57.157,5,10,11,10,9,7,4,0,0.124412,0.977322,5,33.424,172,27,2,3,21.694,25.263,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2099,INVALID,73.32,4,10,10,10,10,9,3,0,0.120834,0.99313,4,89.97,166,28,1,3,18.757,20.952,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:4
2100,INVALID,61.105,6,13,16,12,11,11,5,0,0.144803,0.999896,4,33.546,181,28,1,3,27.602,21.005,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2101,INVALID,57.532,9,12,13,11,10,13,8,1,0.179807,0.99989,4,29.673,207,29,1,4,48.818,20.534,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
2102,INVALID,0,5,15,15,0,0,9,4,0,0.172165,0.0,3,51.619,197,28,5,3,27.016,2.887,layout_count_below_minimum|arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:15|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:6
2103,VALID,77.595,6,13,14,13,13,10,5,0,0.175843,1.0,5,29.272,203,29,0,3,26.504,20.72,,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:6
2104,VALID,75.027,6,12,13,12,12,10,5,0,0.151337,1.0,4,38.459,179,27,0,3,23.918,24.529,,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:9
2105,INVALID,60.673,7,13,14,11,11,8,6,1,0.16553,0.963431,6,24.918,188,28,1,4,28.756,24.338,unreachable_platforms:2,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2106,INVALID,66.458,6,9,9,8,8,9,5,0,0.137564,1.0,4,98.858,175,27,1,3,30.53,30.959,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:10
2107,INVALID,52.152,8,13,13,8,8,11,7,1,0.190624,0.999662,4,41.398,218,27,1,4,53.685,19.639,unreachable_platforms:5,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:12
2108,INVALID,58.079,4,10,10,9,9,8,3,0,0.126814,0.998815,4,43.098,179,28,2,3,26.248,21.847,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:6
2109,INVALID,66.12,6,9,11,9,8,9,5,0,0.127923,1.0,5,60.759,176,27,1,3,40.951,24.789,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:9
2110,INVALID,55.619,6,13,14,9,8,10,5,0,0.179471,0.97225,5,47.397,199,27,1,3,27.055,21.546,unreachable_platforms:5,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:9
2111,INVALID,67.076,6,12,12,10,10,8,5,0,0.163414,0.999896,5,57.872,192,26,1,3,26.128,22.755,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:10
2112,INVALID,15.544,5,11,12,4,4,8,4,0,0.138017,0.486408,4,48.132,177,28,3,3,21.88,12.584,layout_count_below_minimum|unreachable_platforms:7|base_reachable_ratio_too_low:0.486,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2113,INVALID,0,5,14,14,0,0,6,4,0,0.152462,0.0,5,44.496,184,26,5,3,26.569,3.215,layout_count_below_minimum|arrival_blocked_by_link|arrival_has_no_free_navigation_cell|unreachable_platforms:14|base_reachable_ratio_too_low:0.000,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:6
2114,INVALID,32.078,7,13,15,8,8,11,6,0,0.172148,0.74341,5,34.332,196,27,2,3,28.712,17.799,unreachable_platforms:5|base_reachable_ratio_too_low:0.743,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:11
2115,INVALID,9.582,7,12,13,6,6,12,6,0,0.188037,0.441378,4,48.514,212,27,3,3,31.329,10.082,arrival_blocked_by_link|unreachable_platforms:6|base_reachable_ratio_too_low:0.441,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
2116,INVALID,63.66,6,12,14,12,10,10,5,0,0.156779,0.999894,4,48.238,188,27,1,3,35.461,21.435,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2117,INVALID,58.167,5,9,11,9,8,11,4,0,0.120415,0.999712,5,61.807,168,27,2,3,22.654,23.08,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:8
2118,INVALID,24.827,9,14,16,8,7,12,8,1,0.214996,0.692727,4,39.853,228,27,2,4,37.487,12.439,unreachable_platforms:7|base_reachable_ratio_too_low:0.693,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:14
2119,INVALID,57.709,6,8,12,9,7,11,5,0,0.140453,0.912338,5,33.891,180,28,1,3,48.21,20.024,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:8|raised_links_without_explicit_vertical_transition:10
2120,INVALID,60.857,6,12,14,9,9,10,5,0,0.153336,1.0,5,45.481,186,27,1,3,32.663,21.318,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2121,INVALID,59.777,6,12,12,10,10,11,5,0,0.153689,0.999173,3,48.724,195,26,1,3,24.337,23.791,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
2122,INVALID,35.598,8,12,16,9,8,9,7,0,0.18399,0.787465,4,45.067,208,28,2,3,36.288,25.94,unreachable_platforms:4|base_reachable_ratio_too_low:0.787,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:14
2123,INVALID,52.809,6,11,11,7,7,13,5,0,0.139411,0.952701,5,47.722,183,28,1,3,28.753,19.96,unreachable_platforms:4,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:10
2124,INVALID,53.887,5,12,12,9,9,10,4,0,0.143123,0.989787,5,52.307,175,27,2,3,19.791,19.859,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:6
2125,INVALID,27.499,5,12,12,8,8,12,4,0,0.145895,0.772664,4,42.35,183,26,3,3,27.531,15.907,layout_count_below_minimum|unreachable_platforms:4|base_reachable_ratio_too_low:0.773,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2126,INVALID,65.706,7,13,15,11,11,10,6,0,0.173475,0.999675,6,43.931,202,28,1,3,25.898,19.755,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2127,INVALID,49.582,7,10,14,10,7,13,6,0,0.156544,0.885447,4,57.156,195,28,1,3,23.832,23.486,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:12
2128,VALID,81.247,6,11,14,13,11,9,5,0,0.149909,1.0,6,60.578,186,29,0,3,32.437,20.835,,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:10
2129,INVALID,58.832,5,11,11,9,9,8,4,0,0.139243,1.0,5,50.089,178,27,2,3,37.85,23.171,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:2|raised_links_without_explicit_vertical_transition:8
2130,INVALID,72.401,5,11,12,12,11,7,4,0,0.137883,0.9999,4,110.189,175,27,1,3,27.403,22.871,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2131,INVALID,49.43,5,11,11,11,11,8,4,0,0.127855,1.0,4,30.394,171,28,2,3,28.909,21.285,layout_count_below_minimum|arrival_blocked_by_link,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
2132,VALID,76.468,6,11,13,12,11,8,5,1,0.144988,1.0,5,51.112,180,29,0,4,23.313,22.463,,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2133,INVALID,68.792,7,13,14,12,12,8,6,0,0.186173,0.999783,6,41.894,207,28,1,3,28.262,21.709,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:12
2134,INVALID,57.2,5,12,12,10,10,9,4,0,0.143913,1.0,5,37.845,185,28,2,3,28.145,20.529,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2135,INVALID,65.354,7,13,16,13,12,10,6,0,0.180513,0.966134,5,56.074,204,28,1,3,42.263,19.791,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:9
2136,INVALID,64.501,6,12,15,12,10,12,5,0,0.147759,1.0,6,40.537,189,27,1,3,31.96,23.643,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:10
2137,INVALID,66.222,6,13,15,13,12,11,5,0,0.170116,0.999574,5,36.093,206,29,1,3,26.126,21.314,unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:8
2138,INVALID,58.186,5,9,11,9,8,8,4,0,0.115795,0.999902,5,40.685,164,27,2,3,19.698,25.772,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2139,INVALID,60.3,8,12,14,12,10,13,7,0,0.174415,0.999891,4,42.629,200,29,1,3,46.163,25.288,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:7|raised_links_without_explicit_vertical_transition:14
2140,INVALID,26.929,7,13,15,6,6,12,6,0,0.17366,0.717651,5,45.491,195,28,2,3,40.721,17.996,unreachable_platforms:7|base_reachable_ratio_too_low:0.718,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
2141,INVALID,69.698,5,7,10,8,7,9,4,0,0.108657,0.999615,5,39.271,164,26,1,3,24.726,23.523,layout_count_below_minimum,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2142,INVALID,58.519,8,14,14,10,10,10,7,0,0.18058,1.0,4,43.672,203,27,1,3,45.907,26.056,unreachable_platforms:4,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:12
2143,INVALID,56.316,5,12,12,10,10,9,4,0,0.137631,0.999899,4,49.649,180,28,2,3,19.23,22.346,layout_count_below_minimum|unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2144,INVALID,55.768,5,12,12,9,9,9,4,0,0.148666,1.0,5,48.336,186,28,2,3,28.449,20.168,layout_count_below_minimum|unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2145,INVALID,19.222,5,9,11,4,4,9,4,0,0.112722,0.58681,5,35.396,167,27,3,3,21.422,20.523,layout_count_below_minimum|unreachable_platforms:5|base_reachable_ratio_too_low:0.587,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2146,INVALID,34.362,6,12,14,7,7,9,5,0,0.163783,0.637167,6,40.137,194,26,2,3,29.244,13.367,unreachable_platforms:5|base_reachable_ratio_too_low:0.637,coverage_capped_by_available_surface|link_platform_intersections:4|raised_links_without_explicit_vertical_transition:8
2147,INVALID,45.031,7,14,16,11,10,8,6,0,0.175826,0.877369,5,42.141,206,27,2,3,32.732,18.592,unreachable_platforms:4|base_reachable_ratio_too_low:0.877,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:12
2148,INVALID,64.995,7,14,18,15,13,9,6,1,0.18918,0.999781,5,39.492,209,28,1,4,37.532,20.339,unreachable_platforms:1,coverage_capped_by_available_surface|link_connections_without_blocks:1|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2149,INVALID,59.932,7,12,17,12,9,10,6,0,0.156057,1.0,6,30.607,191,27,1,3,25.114,20.134,unreachable_platforms:3,coverage_capped_by_available_surface|link_platform_intersections:6|raised_links_without_explicit_vertical_transition:12
2150,INVALID,59.312,5,10,13,11,9,8,4,0,0.116333,0.999803,5,40.821,170,28,2,3,36.353,25.598,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:8
2151,INVALID,40.481,7,11,14,9,8,9,6,0,0.175574,0.845636,4,35.075,210,26,2,3,37.285,17.825,unreachable_platforms:3|base_reachable_ratio_too_low:0.846,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:9
2152,VALID,79.167,6,12,13,12,12,10,5,0,0.169309,1.0,5,39.352,197,27,0,3,26.195,21.139,,coverage_capped_by_available_surface|link_platform_intersections:3|raised_links_without_explicit_vertical_transition:9
2153,INVALID,58.559,6,9,11,9,7,9,5,0,0.141461,0.999596,4,25.493,189,27,1,3,40.091,22.255,unreachable_platforms:2,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:10
2154,INVALID,57.159,5,11,11,10,10,11,4,0,0.149523,0.998421,4,33.104,189,28,2,3,33.081,20.001,layout_count_below_minimum|unreachable_platforms:1,coverage_capped_by_available_surface|link_platform_intersections:5|raised_links_without_explicit_vertical_transition:8
